,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,DATETIME1,date,start_date,time,pointh,end_date
1171,Hortense,1984,09,30,18,35.8,-62.2,tropical storm,0,35,1006,,,1984-09-30 18:00:00,1984-09-30,1984-09-30,18:00:00,POINT (35.8 -62.2),1984-10-30
1168,Hortense,1984,09,30,00,31.4,-65,tropical storm,0,40,1004,,,1984-09-30 00:00:00,1984-09-30,1984-09-30,00:00:00,POINT (31.4 -65),1984-10-30
1200,Isidore,1984,09,30,12,34.8,-72.5,tropical storm,0,40,1007,,,1984-09-30 12:00:00,1984-09-30,1984-09-30,12:00:00,POINT (34.8 -72.5),1984-10-30
1201,Isidore,1984,09,30,18,35.3,-70.4,tropical storm,0,40,1007,,,1984-09-30 18:00:00,1984-09-30,1984-09-30,18:00:00,POINT (35.3 -70.4),1984-10-30
1199,Isidore,1984,09,30,06,34.3,-74.4,tropical storm,0,40,1005,,,1984-09-30 06:00:00,1984-09-30,1984-09-30,06:00:00,POINT (34.3 -74.4),1984-10-30
1198,Isidore,1984,09,30,00,33.6,-76.2,tropical storm,0,50,1000,,,1984-09-30 00:00:00,1984-09-30,1984-09-30,00:00:00,POINT (33.6 -76.2),1984-10-30
1204,Isidore,1984,10,1,12,36.8,-62.1,tropical depression,-1,25,1012,,,1984-10-01 12:00:00,1984-10-01,1984-10-01,12:00:00,POINT (36.8 -62.1),1984-10-31
1203,Isidore,1984,10,1,06,36.4,-65,tropical depression,-1,30,1008,,,1984-10-01 06:00:00,1984-10-01,1984-10-01,06:00:00,POINT (36.4 -65),1984-10-31
1202,Isidore,1984,10,1,00,35.8,-67.7,tropical depression,-1,30,1007,,,1984-10-01 00:00:00,1984-10-01,1984-10-01,00:00:00,POINT (35.8 -67.7),1984-10-31
1175,Hortense,1984,10,1,18,40.9,-50.4,tropical storm,0,50,996,,,1984-10-01 18:00:00,1984-10-01,1984-10-01,18:00:00,POINT (40.9 -50.4),1984-10-31
1174,Hortense,1984,10,1,12,40,-54,tropical storm,0,50,998,,,1984-10-01 12:00:00,1984-10-01,1984-10-01,12:00:00,POINT (40 -54),1984-10-31
1173,Hortense,1984,10,1,06,38.8,-57,tropical storm,0,45,1001,,,1984-10-01 06:00:00,1984-10-01,1984-10-01,06:00:00,POINT (38.8 -57),1984-10-31
1172,Hortense,1984,10,1,00,37.4,-59.8,tropical storm,0,40,1004,,,1984-10-01 00:00:00,1984-10-01,1984-10-01,00:00:00,POINT (37.4 -59.8),1984-10-31
1178,Hortense,1984,10,2,12,42.8,-39,tropical storm,0,50,995,,,1984-10-02 12:00:00,1984-10-02,1984-10-02,12:00:00,POINT (42.8 -39),1984-11-01
1177,Hortense,1984,10,2,06,42.3,-43,tropical storm,0,50,995,,,1984-10-02 06:00:00,1984-10-02,1984-10-02,06:00:00,POINT (42.3 -43),1984-11-01
1179,Hortense,1984,10,2,18,43.2,-35,tropical storm,0,45,996,,,1984-10-02 18:00:00,1984-10-02,1984-10-02,18:00:00,POINT (43.2 -35),1984-11-01
1176,Hortense,1984,10,2,00,41.7,-46.8,tropical storm,0,50,995,,,1984-10-02 00:00:00,1984-10-02,1984-10-02,00:00:00,POINT (41.7 -46.8),1984-11-01
1205,Josephine,1984,10,8,12,24.1,-71.4,tropical storm,0,40,1002,,,1984-10-08 12:00:00,1984-10-08,1984-10-08,12:00:00,POINT (24.1 -71.4),1984-11-07
1206,Josephine,1984,10,8,18,24.3,-71.9,tropical storm,0,50,998,,,1984-10-08 18:00:00,1984-10-08,1984-10-08,18:00:00,POINT (24.3 -71.9),1984-11-07
1207,Josephine,1984,10,9,00,24.6,-72.2,tropical storm,0,55,995,,,1984-10-09 00:00:00,1984-10-09,1984-10-09,00:00:00,POINT (24.6 -72.2),1984-11-08
1208,Josephine,1984,10,9,06,25.2,-72.2,tropical storm,0,60,994,,,1984-10-09 06:00:00,1984-10-09,1984-10-09,06:00:00,POINT (25.2 -72.2),1984-11-08
1209,Josephine,1984,10,9,12,25.8,-72.1,tropical storm,0,60,995,,,1984-10-09 12:00:00,1984-10-09,1984-10-09,12:00:00,POINT (25.8 -72.1),1984-11-08
1210,Josephine,1984,10,9,18,26.4,-72.1,tropical storm,0,60,993,,,1984-10-09 18:00:00,1984-10-09,1984-10-09,18:00:00,POINT (26.4 -72.1),1984-11-08
1211,Josephine,1984,10,10,00,26.9,-72.2,tropical storm,0,60,990,,,1984-10-10 00:00:00,1984-10-10,1984-10-10,00:00:00,POINT (26.9 -72.2),1984-11-09
1212,Josephine,1984,10,10,06,27.2,-72.4,hurricane,1,65,987,,,1984-10-10 06:00:00,1984-10-10,1984-10-10,06:00:00,POINT (27.2 -72.4),1984-11-09
1213,Josephine,1984,10,10,12,27.5,-72.5,hurricane,1,70,987,,,1984-10-10 12:00:00,1984-10-10,1984-10-10,12:00:00,POINT (27.5 -72.5),1984-11-09
1214,Josephine,1984,10,10,18,28,-72.6,hurricane,1,70,985,,,1984-10-10 18:00:00,1984-10-10,1984-10-10,18:00:00,POINT (28 -72.6),1984-11-09
1215,Josephine,1984,10,11,00,28.6,-72.5,hurricane,1,75,983,,,1984-10-11 00:00:00,1984-10-11,1984-10-11,00:00:00,POINT (28.6 -72.5),1984-11-10
1216,Josephine,1984,10,11,06,29.3,-72.4,hurricane,1,80,979,,,1984-10-11 06:00:00,1984-10-11,1984-10-11,06:00:00,POINT (29.3 -72.4),1984-11-10
1217,Josephine,1984,10,11,12,30,-72.1,hurricane,2,85,974,,,1984-10-11 12:00:00,1984-10-11,1984-10-11,12:00:00,POINT (30 -72.1),1984-11-10
1218,Josephine,1984,10,11,18,30.7,-71.9,hurricane,2,85,971,,,1984-10-11 18:00:00,1984-10-11,1984-10-11,18:00:00,POINT (30.7 -71.9),1984-11-10
1219,Josephine,1984,10,12,00,31.4,-71.7,hurricane,2,90,970,,,1984-10-12 00:00:00,1984-10-12,1984-10-12,00:00:00,POINT (31.4 -71.7),1984-11-11
1220,Josephine,1984,10,12,06,32.2,-71.7,hurricane,2,90,973,,,1984-10-12 06:00:00,1984-10-12,1984-10-12,06:00:00,POINT (32.2 -71.7),1984-11-11
1221,Josephine,1984,10,12,12,33,-71.8,hurricane,2,90,977,,,1984-10-12 12:00:00,1984-10-12,1984-10-12,12:00:00,POINT (33 -71.8),1984-11-11
1222,Josephine,1984,10,12,18,33.7,-71.7,hurricane,2,90,976,,,1984-10-12 18:00:00,1984-10-12,1984-10-12,18:00:00,POINT (33.7 -71.7),1984-11-11
1223,Josephine,1984,10,13,00,34.3,-71.4,hurricane,2,85,971,,,1984-10-13 00:00:00,1984-10-13,1984-10-13,00:00:00,POINT (34.3 -71.4),1984-11-12
1224,Josephine,1984,10,13,06,34.8,-71.2,hurricane,2,85,973,,,1984-10-13 06:00:00,1984-10-13,1984-10-13,06:00:00,POINT (34.8 -71.2),1984-11-12
1225,Josephine,1984,10,13,12,35.4,-71.3,hurricane,1,80,975,,,1984-10-13 12:00:00,1984-10-13,1984-10-13,12:00:00,POINT (35.4 -71.3),1984-11-12
1226,Josephine,1984,10,13,18,36,-71.7,hurricane,1,70,973,,,1984-10-13 18:00:00,1984-10-13,1984-10-13,18:00:00,POINT (36 -71.7),1984-11-12
1227,Josephine,1984,10,14,00,36.6,-71.9,hurricane,1,65,977,,,1984-10-14 00:00:00,1984-10-14,1984-10-14,00:00:00,POINT (36.6 -71.9),1984-11-13
1228,Josephine,1984,10,14,06,36.8,-71.7,hurricane,1,65,975,,,1984-10-14 06:00:00,1984-10-14,1984-10-14,06:00:00,POINT (36.8 -71.7),1984-11-13
1229,Josephine,1984,10,14,12,36.6,-71.4,hurricane,1,70,971,,,1984-10-14 12:00:00,1984-10-14,1984-10-14,12:00:00,POINT (36.6 -71.4),1984-11-13
1230,Josephine,1984,10,14,18,36.3,-70.8,hurricane,1,70,968,,,1984-10-14 18:00:00,1984-10-14,1984-10-14,18:00:00,POINT (36.3 -70.8),1984-11-13
1231,Josephine,1984,10,15,00,35.9,-69.8,hurricane,1,70,965,,,1984-10-15 00:00:00,1984-10-15,1984-10-15,00:00:00,POINT (35.9 -69.8),1984-11-14
1232,Josephine,1984,10,15,06,36.2,-68.4,hurricane,1,65,966,,,1984-10-15 06:00:00,1984-10-15,1984-10-15,06:00:00,POINT (36.2 -68.4),1984-11-14
1233,Josephine,1984,10,15,12,36.8,-66.6,hurricane,1,65,973,,,1984-10-15 12:00:00,1984-10-15,1984-10-15,12:00:00,POINT (36.8 -66.6),1984-11-14
1234,Josephine,1984,10,15,18,37.6,-64.8,hurricane,1,65,971,,,1984-10-15 18:00:00,1984-10-15,1984-10-15,18:00:00,POINT (37.6 -64.8),1984-11-14
1235,Josephine,1984,10,16,00,38.3,-63,hurricane,1,65,973,,,1984-10-16 00:00:00,1984-10-16,1984-10-16,00:00:00,POINT (38.3 -63),1984-11-15
1236,Josephine,1984,10,16,06,39.2,-61.4,hurricane,1,65,977,,,1984-10-16 06:00:00,1984-10-16,1984-10-16,06:00:00,POINT (39.2 -61.4),1984-11-15
1238,Josephine,1984,10,16,18,40.6,-58.2,hurricane,1,65,986,,,1984-10-16 18:00:00,1984-10-16,1984-10-16,18:00:00,POINT (40.6 -58.2),1984-11-15
1237,Josephine,1984,10,16,12,39.9,-59.7,hurricane,1,65,982,,,1984-10-16 12:00:00,1984-10-16,1984-10-16,12:00:00,POINT (39.9 -59.7),1984-11-15
1239,Josephine,1984,10,17,00,41.3,-56.6,hurricane,1,65,988,,,1984-10-17 00:00:00,1984-10-17,1984-10-17,00:00:00,POINT (41.3 -56.6),1984-11-16
1240,Josephine,1984,10,17,06,42,-54.9,tropical storm,0,60,990,,,1984-10-17 06:00:00,1984-10-17,1984-10-17,06:00:00,POINT (42 -54.9),1984-11-16
1241,Josephine,1984,10,17,12,43,-53.9,tropical storm,0,60,992,,,1984-10-17 12:00:00,1984-10-17,1984-10-17,12:00:00,POINT (43 -53.9),1984-11-16
1242,Josephine,1984,10,17,18,43.6,-54.1,tropical storm,0,55,993,,,1984-10-17 18:00:00,1984-10-17,1984-10-17,18:00:00,POINT (43.6 -54.1),1984-11-16
1243,Josephine,1984,10,18,00,44,-54.4,tropical storm,0,50,994,,,1984-10-18 00:00:00,1984-10-18,1984-10-18,00:00:00,POINT (44 -54.4),1984-11-17
1244,Josephine,1984,10,18,06,44,-55.1,tropical storm,0,50,994,,,1984-10-18 06:00:00,1984-10-18,1984-10-18,06:00:00,POINT (44 -55.1),1984-11-17
1245,Josephine,1984,10,18,12,44.1,-56,tropical storm,0,50,995,,,1984-10-18 12:00:00,1984-10-18,1984-10-18,12:00:00,POINT (44.1 -56),1984-11-17
1246,Klaus,1984,11,5,18,14.7,-68.8,tropical depression,-1,15,1004,,,1984-11-05 18:00:00,1984-11-05,1984-11-05,18:00:00,POINT (14.7 -68.8),1984-12-05
1247,Klaus,1984,11,6,00,15.2,-68.1,tropical depression,-1,15,1003,,,1984-11-06 00:00:00,1984-11-06,1984-11-06,00:00:00,POINT (15.2 -68.1),1984-12-06
1248,Klaus,1984,11,6,06,15.8,-67.7,tropical depression,-1,20,1003,,,1984-11-06 06:00:00,1984-11-06,1984-11-06,06:00:00,POINT (15.8 -67.7),1984-12-06
1250,Klaus,1984,11,6,18,17,-66.7,tropical storm,0,35,1001,,,1984-11-06 18:00:00,1984-11-06,1984-11-06,18:00:00,POINT (17 -66.7),1984-12-06
1249,Klaus,1984,11,6,12,16.4,-67.1,tropical depression,-1,25,1002,,,1984-11-06 12:00:00,1984-11-06,1984-11-06,12:00:00,POINT (16.4 -67.1),1984-12-06
1251,Klaus,1984,11,7,00,17.4,-66.2,tropical storm,0,40,1000,,,1984-11-07 00:00:00,1984-11-07,1984-11-07,00:00:00,POINT (17.4 -66.2),1984-12-07
1252,Klaus,1984,11,7,06,18,-65.8,tropical storm,0,45,998,,,1984-11-07 06:00:00,1984-11-07,1984-11-07,06:00:00,POINT (18 -65.8),1984-12-07
1253,Klaus,1984,11,7,12,18.5,-65.2,tropical storm,0,50,997,,,1984-11-07 12:00:00,1984-11-07,1984-11-07,12:00:00,POINT (18.5 -65.2),1984-12-07
1254,Klaus,1984,11,7,18,19.1,-64.7,tropical storm,0,60,995,,,1984-11-07 18:00:00,1984-11-07,1984-11-07,18:00:00,POINT (19.1 -64.7),1984-12-07
1255,Klaus,1984,11,8,00,19.4,-64,hurricane,1,65,992,,,1984-11-08 00:00:00,1984-11-08,1984-11-08,00:00:00,POINT (19.4 -64),1984-12-08
1256,Klaus,1984,11,8,06,19.6,-63.1,hurricane,1,70,989,,,1984-11-08 06:00:00,1984-11-08,1984-11-08,06:00:00,POINT (19.6 -63.1),1984-12-08
1257,Klaus,1984,11,8,12,19.7,-62.2,hurricane,1,75,986,,,1984-11-08 12:00:00,1984-11-08,1984-11-08,12:00:00,POINT (19.7 -62.2),1984-12-08
1258,Klaus,1984,11,8,18,19.9,-61.4,hurricane,1,80,984,,,1984-11-08 18:00:00,1984-11-08,1984-11-08,18:00:00,POINT (19.9 -61.4),1984-12-08
1260,Klaus,1984,11,9,06,21.1,-60.1,hurricane,1,80,981,,,1984-11-09 06:00:00,1984-11-09,1984-11-09,06:00:00,POINT (21.1 -60.1),1984-12-09
1259,Klaus,1984,11,9,00,20.4,-60.8,hurricane,1,80,982,,,1984-11-09 00:00:00,1984-11-09,1984-11-09,00:00:00,POINT (20.4 -60.8),1984-12-09
1262,Klaus,1984,11,9,18,22.7,-58.7,hurricane,1,80,980,,,1984-11-09 18:00:00,1984-11-09,1984-11-09,18:00:00,POINT (22.7 -58.7),1984-12-09
1261,Klaus,1984,11,9,12,21.8,-59.5,hurricane,1,80,980,,,1984-11-09 12:00:00,1984-11-09,1984-11-09,12:00:00,POINT (21.8 -59.5),1984-12-09
1263,Klaus,1984,11,10,00,23.8,-57.8,hurricane,1,80,979,,,1984-11-10 00:00:00,1984-11-10,1984-11-10,00:00:00,POINT (23.8 -57.8),1984-12-10
1264,Klaus,1984,11,10,06,24.8,-56.6,hurricane,1,75,978,,,1984-11-10 06:00:00,1984-11-10,1984-11-10,06:00:00,POINT (24.8 -56.6),1984-12-10
1265,Klaus,1984,11,10,12,26.2,-55.2,hurricane,1,75,977,,,1984-11-10 12:00:00,1984-11-10,1984-11-10,12:00:00,POINT (26.2 -55.2),1984-12-10
1266,Klaus,1984,11,10,18,28,-54,hurricane,1,75,975,,,1984-11-10 18:00:00,1984-11-10,1984-11-10,18:00:00,POINT (28 -54),1984-12-10
1267,Klaus,1984,11,11,00,29.5,-53,hurricane,1,75,971,,,1984-11-11 00:00:00,1984-11-11,1984-11-11,00:00:00,POINT (29.5 -53),1984-12-11
1268,Klaus,1984,11,11,06,31,-52.5,hurricane,1,70,975,,,1984-11-11 06:00:00,1984-11-11,1984-11-11,06:00:00,POINT (31 -52.5),1984-12-11
1269,Klaus,1984,11,11,12,32.2,-52.4,hurricane,1,70,977,,,1984-11-11 12:00:00,1984-11-11,1984-11-11,12:00:00,POINT (32.2 -52.4),1984-12-11
1270,Klaus,1984,11,11,18,33.4,-52.7,hurricane,1,70,980,,,1984-11-11 18:00:00,1984-11-11,1984-11-11,18:00:00,POINT (33.4 -52.7),1984-12-11
1271,Klaus,1984,11,12,00,34.6,-53.4,hurricane,1,70,982,,,1984-11-12 00:00:00,1984-11-12,1984-11-12,00:00:00,POINT (34.6 -53.4),1984-12-12
1273,Klaus,1984,11,12,12,35,-55,hurricane,1,65,984,,,1984-11-12 12:00:00,1984-11-12,1984-11-12,12:00:00,POINT (35 -55),1984-12-12
1272,Klaus,1984,11,12,06,34.8,-54.2,hurricane,1,70,983,,,1984-11-12 06:00:00,1984-11-12,1984-11-12,06:00:00,POINT (34.8 -54.2),1984-12-12
1274,Lili,1984,12,20,12,31.1,-52.4,hurricane,1,70,980,,,1984-12-20 12:00:00,1984-12-20,1984-12-20,12:00:00,POINT (31.1 -52.4),1985-01-19
1275,Lili,1984,12,20,18,30.5,-52.3,hurricane,1,70,980,,,1984-12-20 18:00:00,1984-12-20,1984-12-20,18:00:00,POINT (30.5 -52.3),1985-01-19
1276,Lili,1984,12,21,00,30,-52.2,hurricane,1,70,980,,,1984-12-21 00:00:00,1984-12-21,1984-12-21,00:00:00,POINT (30 -52.2),1985-01-20
1277,Lili,1984,12,21,06,29.5,-52.1,hurricane,1,70,980,,,1984-12-21 06:00:00,1984-12-21,1984-12-21,06:00:00,POINT (29.5 -52.1),1985-01-20
1278,Lili,1984,12,21,12,29,-52,hurricane,1,70,980,,,1984-12-21 12:00:00,1984-12-21,1984-12-21,12:00:00,POINT (29 -52),1985-01-20
1279,Lili,1984,12,21,18,28.5,-52,hurricane,1,70,980,,,1984-12-21 18:00:00,1984-12-21,1984-12-21,18:00:00,POINT (28.5 -52),1985-01-20
1280,Lili,1984,12,22,00,27.8,-52.2,hurricane,1,70,980,,,1984-12-22 00:00:00,1984-12-22,1984-12-22,00:00:00,POINT (27.8 -52.2),1985-01-21
1281,Lili,1984,12,22,06,27,-52.9,hurricane,1,70,980,,,1984-12-22 06:00:00,1984-12-22,1984-12-22,06:00:00,POINT (27 -52.9),1985-01-21
1282,Lili,1984,12,22,12,26,-54,hurricane,1,70,980,,,1984-12-22 12:00:00,1984-12-22,1984-12-22,12:00:00,POINT (26 -54),1985-01-21
1283,Lili,1984,12,22,18,24.8,-55.6,hurricane,1,70,980,,,1984-12-22 18:00:00,1984-12-22,1984-12-22,18:00:00,POINT (24.8 -55.6),1985-01-21
1284,Lili,1984,12,23,00,23.6,-57.1,hurricane,1,65,987,,,1984-12-23 00:00:00,1984-12-23,1984-12-23,00:00:00,POINT (23.6 -57.1),1985-01-22
1285,Lili,1984,12,23,06,22.7,-58.9,tropical storm,0,55,994,,,1984-12-23 06:00:00,1984-12-23,1984-12-23,06:00:00,POINT (22.7 -58.9),1985-01-22
1287,Lili,1984,12,23,18,21.2,-63.1,tropical storm,0,45,1007,,,1984-12-23 18:00:00,1984-12-23,1984-12-23,18:00:00,POINT (21.2 -63.1),1985-01-22
1286,Lili,1984,12,23,12,22,-61,tropical storm,0,50,1001,,,1984-12-23 12:00:00,1984-12-23,1984-12-23,12:00:00,POINT (22 -61),1985-01-22
1288,Lili,1984,12,24,00,20.5,-65.1,tropical storm,0,35,1009,,,1984-12-24 00:00:00,1984-12-24,1984-12-24,00:00:00,POINT (20.5 -65.1),1985-01-23
1289,Lili,1984,12,24,06,19.9,-67.5,tropical depression,-1,30,1010,,,1984-12-24 06:00:00,1984-12-24,1984-12-24,06:00:00,POINT (19.9 -67.5),1985-01-23
1290,Lili,1984,12,24,12,19.2,-69.4,tropical depression,-1,25,1012,,,1984-12-24 12:00:00,1984-12-24,1984-12-24,12:00:00,POINT (19.2 -69.4),1985-01-23
1291,Ana,1985,07,15,18,29.4,-64.2,tropical depression,-1,30,1011,,,1985-07-15 18:00:00,1985-07-15,1985-07-15,18:00:00,POINT (29.4 -64.2),1985-08-14
1292,Ana,1985,07,16,00,29.7,-64.9,tropical depression,-1,30,1011,,,1985-07-16 00:00:00,1985-07-16,1985-07-16,00:00:00,POINT (29.7 -64.9),1985-08-15
1293,Ana,1985,07,16,06,30.1,-65.5,tropical depression,-1,30,1011,,,1985-07-16 06:00:00,1985-07-16,1985-07-16,06:00:00,POINT (30.1 -65.5),1985-08-15
1294,Ana,1985,07,16,12,30.6,-66.1,tropical depression,-1,30,1010,,,1985-07-16 12:00:00,1985-07-16,1985-07-16,12:00:00,POINT (30.6 -66.1),1985-08-15
1295,Ana,1985,07,16,18,31.3,-66.6,tropical storm,0,35,1009,,,1985-07-16 18:00:00,1985-07-16,1985-07-16,18:00:00,POINT (31.3 -66.6),1985-08-15
1296,Ana,1985,07,17,00,32.2,-67,tropical storm,0,35,1009,,,1985-07-17 00:00:00,1985-07-17,1985-07-17,00:00:00,POINT (32.2 -67),1985-08-16
1297,Ana,1985,07,17,06,33.3,-67.2,tropical storm,0,40,1008,,,1985-07-17 06:00:00,1985-07-17,1985-07-17,06:00:00,POINT (33.3 -67.2),1985-08-16
1299,Ana,1985,07,17,18,35.6,-67.3,tropical storm,0,45,1006,,,1985-07-17 18:00:00,1985-07-17,1985-07-17,18:00:00,POINT (35.6 -67.3),1985-08-16
1298,Ana,1985,07,17,12,34.4,-67.3,tropical storm,0,40,1007,,,1985-07-17 12:00:00,1985-07-17,1985-07-17,12:00:00,POINT (34.4 -67.3),1985-08-16
1300,Ana,1985,07,18,00,37.2,-66.8,tropical storm,0,45,1004,,,1985-07-18 00:00:00,1985-07-18,1985-07-18,00:00:00,POINT (37.2 -66.8),1985-08-17
1301,Ana,1985,07,18,06,39.1,-65.9,tropical storm,0,45,1004,,,1985-07-18 06:00:00,1985-07-18,1985-07-18,06:00:00,POINT (39.1 -65.9),1985-08-17
1302,Ana,1985,07,18,12,40.8,-64.4,tropical storm,0,50,1000,,,1985-07-18 12:00:00,1985-07-18,1985-07-18,12:00:00,POINT (40.8 -64.4),1985-08-17
1303,Ana,1985,07,18,18,42.5,-63.5,tropical storm,0,55,996,,,1985-07-18 18:00:00,1985-07-18,1985-07-18,18:00:00,POINT (42.5 -63.5),1985-08-17
1304,Ana,1985,07,19,00,44.2,-60.3,tropical storm,0,60,996,,,1985-07-19 00:00:00,1985-07-19,1985-07-19,00:00:00,POINT (44.2 -60.3),1985-08-18
1305,Bob,1985,07,21,06,26,-85,tropical depression,-1,25,1012,,,1985-07-21 06:00:00,1985-07-21,1985-07-21,06:00:00,POINT (26 -85),1985-08-20
1306,Bob,1985,07,21,12,25.8,-84.9,tropical depression,-1,25,1011,,,1985-07-21 12:00:00,1985-07-21,1985-07-21,12:00:00,POINT (25.8 -84.9),1985-08-20
1307,Bob,1985,07,21,18,25.6,-84.7,tropical depression,-1,25,1011,,,1985-07-21 18:00:00,1985-07-21,1985-07-21,18:00:00,POINT (25.6 -84.7),1985-08-20
1308,Bob,1985,07,22,00,25.6,-84.4,tropical depression,-1,25,1010,,,1985-07-22 00:00:00,1985-07-22,1985-07-22,00:00:00,POINT (25.6 -84.4),1985-08-21
1310,Bob,1985,07,22,12,26,-84,tropical depression,-1,30,1008,,,1985-07-22 12:00:00,1985-07-22,1985-07-22,12:00:00,POINT (26 -84),1985-08-21
1309,Bob,1985,07,22,06,25.8,-84.2,tropical depression,-1,30,1009,,,1985-07-22 06:00:00,1985-07-22,1985-07-22,06:00:00,POINT (25.8 -84.2),1985-08-21
1311,Bob,1985,07,22,18,26.2,-83.8,tropical storm,0,35,1007,,,1985-07-22 18:00:00,1985-07-22,1985-07-22,18:00:00,POINT (26.2 -83.8),1985-08-21
1312,Bob,1985,07,23,00,26.5,-83.4,tropical storm,0,35,1004,,,1985-07-23 00:00:00,1985-07-23,1985-07-23,00:00:00,POINT (26.5 -83.4),1985-08-22
1313,Bob,1985,07,23,06,26.6,-82.9,tropical storm,0,40,1004,,,1985-07-23 06:00:00,1985-07-23,1985-07-23,06:00:00,POINT (26.6 -82.9),1985-08-22
1314,Bob,1985,07,23,12,26.4,-82.3,tropical storm,0,40,1005,,,1985-07-23 12:00:00,1985-07-23,1985-07-23,12:00:00,POINT (26.4 -82.3),1985-08-22
1315,Bob,1985,07,23,18,26.4,-81.1,tropical storm,0,40,1006,,,1985-07-23 18:00:00,1985-07-23,1985-07-23,18:00:00,POINT (26.4 -81.1),1985-08-22
1316,Bob,1985,07,24,00,27.2,-80.3,tropical storm,0,40,1006,,,1985-07-24 00:00:00,1985-07-24,1985-07-24,00:00:00,POINT (27.2 -80.3),1985-08-23
1317,Bob,1985,07,24,06,28.3,-80.4,tropical storm,0,50,1005,,,1985-07-24 06:00:00,1985-07-24,1985-07-24,06:00:00,POINT (28.3 -80.4),1985-08-23
1318,Bob,1985,07,24,12,29.4,-80.4,tropical storm,0,60,1004,,,1985-07-24 12:00:00,1985-07-24,1985-07-24,12:00:00,POINT (29.4 -80.4),1985-08-23
1319,Bob,1985,07,24,18,30.5,-80.5,hurricane,1,65,1003,,,1985-07-24 18:00:00,1985-07-24,1985-07-24,18:00:00,POINT (30.5 -80.5),1985-08-23
1321,Bob,1985,07,25,03,32.2,-80.5,hurricane,1,65,1003,,,1985-07-25 03:00:00,1985-07-25,1985-07-25,03:00:00,POINT (32.2 -80.5),1985-08-24
1324,Bob,1985,07,25,18,36.6,-80.1,tropical depression,-1,30,1009,,,1985-07-25 18:00:00,1985-07-25,1985-07-25,18:00:00,POINT (36.6 -80.1),1985-08-24
1323,Bob,1985,07,25,12,34.8,-80.5,tropical storm,0,45,1006,,,1985-07-25 12:00:00,1985-07-25,1985-07-25,12:00:00,POINT (34.8 -80.5),1985-08-24
1320,Bob,1985,07,25,00,31.6,-80.5,hurricane,1,65,1002,,,1985-07-25 00:00:00,1985-07-25,1985-07-25,00:00:00,POINT (31.6 -80.5),1985-08-24
1322,Bob,1985,07,25,06,32.9,-80.7,tropical storm,0,55,1004,,,1985-07-25 06:00:00,1985-07-25,1985-07-25,06:00:00,POINT (32.9 -80.7),1985-08-24
1325,Bob,1985,07,26,00,38.3,-79.5,tropical depression,-1,25,1011,,,1985-07-26 00:00:00,1985-07-26,1985-07-26,00:00:00,POINT (38.3 -79.5),1985-08-25
1327,Claudette,1985,08,11,06,34.3,-72.7,tropical storm,0,35,1004,,,1985-08-11 06:00:00,1985-08-11,1985-08-11,06:00:00,POINT (34.3 -72.7),1985-09-10
1329,Claudette,1985,08,11,18,34.7,-70.3,tropical storm,0,40,1002,,,1985-08-11 18:00:00,1985-08-11,1985-08-11,18:00:00,POINT (34.7 -70.3),1985-09-10
1326,Claudette,1985,08,11,00,34,-74,tropical storm,0,35,1005,,,1985-08-11 00:00:00,1985-08-11,1985-08-11,00:00:00,POINT (34 -74),1985-09-10
1328,Claudette,1985,08,11,12,34.5,-71.5,tropical storm,0,35,1003,,,1985-08-11 12:00:00,1985-08-11,1985-08-11,12:00:00,POINT (34.5 -71.5),1985-09-10
1330,Claudette,1985,08,12,00,34.8,-69.1,tropical storm,0,40,1001,,,1985-08-12 00:00:00,1985-08-12,1985-08-12,00:00:00,POINT (34.8 -69.1),1985-09-11
1332,Claudette,1985,08,12,12,34.5,-66.4,tropical storm,0,45,999,,,1985-08-12 12:00:00,1985-08-12,1985-08-12,12:00:00,POINT (34.5 -66.4),1985-09-11
1333,Claudette,1985,08,12,18,34.4,-64.9,tropical storm,0,50,997,,,1985-08-12 18:00:00,1985-08-12,1985-08-12,18:00:00,POINT (34.4 -64.9),1985-09-11
1331,Claudette,1985,08,12,06,34.7,-67.7,tropical storm,0,45,1000,,,1985-08-12 06:00:00,1985-08-12,1985-08-12,06:00:00,POINT (34.7 -67.7),1985-09-11
1352,Danny,1985,08,12,12,19.9,-82.1,tropical depression,-1,25,1010,,,1985-08-12 12:00:00,1985-08-12,1985-08-12,12:00:00,POINT (19.9 -82.1),1985-09-11
1353,Danny,1985,08,12,18,20.5,-82.9,tropical depression,-1,25,1011,,,1985-08-12 18:00:00,1985-08-12,1985-08-12,18:00:00,POINT (20.5 -82.9),1985-09-11
1350,Danny,1985,08,12,00,18.5,-80.7,tropical depression,-1,25,1010,,,1985-08-12 00:00:00,1985-08-12,1985-08-12,00:00:00,POINT (18.5 -80.7),1985-09-11
1351,Danny,1985,08,12,06,19.2,-81.4,tropical depression,-1,25,1010,,,1985-08-12 06:00:00,1985-08-12,1985-08-12,06:00:00,POINT (19.2 -81.4),1985-09-11
1335,Claudette,1985,08,13,06,35.1,-61.5,tropical storm,0,55,993,,,1985-08-13 06:00:00,1985-08-13,1985-08-13,06:00:00,POINT (35.1 -61.5),1985-09-12
